lex_id,apq,pos,en,concept_id,features,,
n_411_b,Kišmók,n,woman’s proper name,WOMAN’S PROPER NAME,"proper, animate",,
n_412_a,Kíštóˑt,n,woman’s personal name,WOMAN’S PERSONAL NAME,"proper, animate",,
n_413_a,kišyón,n,witch,WITCH,animate,,
n_412_b,Kíšyúc,n,woman’s personal name,WOMAN’S PERSONAL NAME,"proper, animate",,
n_414_a,kíšyúc,n,will-o’-the-wisp,WILL-O’-THE-WISP,animate,,
v_198_a,kitúš,v,to spit,SPLIT,intransitive,,
n_415_a,kitúš,n,spittle,SPITTLE,inanimate,,
n_416_a,kíwilš,n,French person,FRENCH PERSON,animate,,
n_257_c,kíwilš,n,white person,WHITE PERSON,animate,,
n_417_a,kíwilš,n,"master, of a slave","MASTER, OF A SLAVE",animate,,
n_418_a,kiwilš ipšók,n,western doctor,WESTERN DOCTOR,animate,,
n_419_a,kíwilš ké,n,slave,SLAVE,animate,,
n_420_a,Kíwilš Kóy,n,French language,FRENCH LANGUAGE,"proper, inanimate",,
n_421_a,Kíwilš Núŋ,n,"Lafayette, Louisiana","LAFAYETTE, LOUISIANA","proper, inanimate",,
n_422_a,kiwílš óˑl,n,apple,APPLE,animate,,
n_423_a,kiwílš óˑl néš,n,apple tree,APPLE TREE,animate,,
n_424_a,kó,n,"basket for holding infant, worn on the back","BASKET FOR HOLDING INFANT, WORN ON THE BACK",inanimate,,
v_199_a,kó·l,v,to rub something,RUB,transitive,,
n_425_a,kó·n,n,garfish,GARFISH,animate,,
n_254_d,Kó·naš,n,man’s personal name,MAN’S PERSONAL NAME,"proper, animate",,
adj_73_a,kó·ŋ,adj,heavy,HEAVY,N/A,,
n_426_a,kó·ŋnéš,n,hackberry tree,HACKBERRY TREE,animate,,
v_200_a,kóc,v,to cut something,CUT,transitive,,
v_201_a,kóciš,v,to cut a piece off something,CUT_OFF,transitive,,
adj_74_a,kocitóliš,adj,checkered,CHECKERED,N/A,,
v_202_a,kockóc,v,to cut something repeatedly,CUT_REP,transitive,,
n_427_a,kocnán,n,knife,KNIFE,animate,,
n_428_a,kocnán,n,iron,IRON,animate,,
n_429_a,kocnán,n,metal,METAL,animate,,
n_430_a,kocnán išóˑl,n,iron nail,IRON NAIL,animate,,
n_431_a,kocnán ká,n,scissors,SCISSORS,animate,,
n_432_a,kocnán katkéš,n,iron bridle,IRON BRIDLE,animate,,
n_340_b,kócnan katkéš,n,bridle,BRIDLE,animate,,
n_433_a,kocnán kíninan,n,whetstone,WHETSTONE,animate,,
n_434_a,kocnán šiht,n,iron kettle,IRON KETTLE,animate,,
n_435_a,kocnán tá·t,n,brass,BRASS,animate,,
n_436_a,kocnán táˑt išóˑl,n,brass nail,BRASS NAIL,animate,,
n_437_a,kocnán tikišáˑt,n,iron arrowhead,IRON ARROWHEAD,animate,,
n_438_a,kocnán úc,n,point of a knife,POINT OF A KNIFE,animate,,
v_203_a,kocpákiš,v,to cut something down,CUT_DOWN,transitive,,
n_439_a,kócti,n,left side,LEFT SIDE,inanimate,,
adj_75_a,koctólš,adj,round,ROUND,N/A,,
v_204_a,kóh,v,to want (var kóhš),WANT,intransitive,,
v_205_a,kóhic,v,"to set, of the sun",SET,intransitive,,
v_206_a,kóhic,v,to sink,SINK,intransitive,,
adj_76_a,kók,adj,crooked,BENT,N/A,,
adj_77_a,kók,adj,bent,CROOKED,N/A,,
v_207_a,kókiš,v,to bend something (var. kók),BEND,transitive,,
v_208_a,kókiš,v,to take something from someone,TAKE_FROM,transitive,,
n_440_a,kokkókiš,n,hook,HOOK,inanimate,,
n_441_a,kokkókišóˑ,n,fishing line,FISHING LINE,inanimate,,
adj_78_a,kolkól,adj,wavy,WAVY,N/A,,
adj_79_a,kolkól,adj,undulating,UNDULATING,N/A,,
n_442_a,kolláwi,n,match,MATCH,inanimate,,
n_443_a,kólli,n,small bells,SMALL BELLS,inanimate,,
v_209_a,kólš,v,to stuff something,STUFF,transitive,,
n_444_a,kóm,n,belly,BELLY,animate,,
v_210_a,kóm,v,to hang something or someone (var. kómš),HANG,transitive,,
n_445_a,kóm kamkám,n,belly fins,BELLY FINS,animate,,
n_446_a,komhéš,n,diarrhea,DIARRHEA,inanimate,,
n_447_a,komhópš,n,pocket,POCKET,inanimate,,
adj_57_b,kómi,adj,thick,THICK,N/A,,
adj_80_a,kómi,adj,stout,STOUT,N/A,,
v_211_a,komnáw,v,to hang something up,HANG_UP,transitive,,
n_448_a,kómok,n,basket,BASKET,inanimate,,
n_449_a,kómok yáw šakináwšne,n,fishing basket,FISHING BASKET,inanimate,,
n_450_a,kónan,n,potato,POTATO,animate,,
n_451_a,kónan áyip,n,duck potato (Sagittaria lancifolia),DUCK POTATO,animate,,
n_452_a,kónan ó·l,n,sweet potato,SWEET POTATO,"SG, animate",,
n_452_b,kónan oló·l,n,sweet potato,SWEET POTATO,"PL, animate",,
v_212_a,kóŋ,v,to seize someone,SEIZE,"transitive, SG_OBJ",,
v_213_a,kóŋ,v,to arrest someone,ARRREST,"transitive, SG_OBJ",,
v_214_a,kóŋ,v,to take something,TAKE,"transitive, SG_OBJ",,
v_215_a,kóŋiyáw,v,to pick something up,PICK_UP,transitive,,
v_216_a,koŋpáhiš,v,to pull something out,PULL_OUT,transitive,,
v_217_a,kóŋpáy,v,to turn something over,TURN_OVER,transitive,,
v_218_a,kóŋtém,v,to tear something ,TEAR,"transitive, SG_OBJ",,
v_218_b,kóŋtemtém,v,to tear something,TEAR,"transitive, PL_OBJ",,
adj_81_a,kóp,adj,white (pl. kópkop, kókkop),WHITE,N/A,
adj_82_a,kóp ináha,adj,whitish,WHITEISH,N/A,,
v_219_a,kópiš,v,to paint white,MAKE_WHITE,intransitive,,
n_453_a,kóš,n,bend in a river,BEND IN A RIVER,inanimate,,
n_454_a,kóš,n,bay in the sea,BAY IN THE SEA,inanimate,,
v_220_a,kóškoš,v,to bother someone,BOTHER,transitive,,
n_455_a,kóy,n,word,WORD,inanimate,,
n_456_a,kóy,n,speech,SPEECH,inanimate,,
n_457_a,kóy,n,language,LANGUAGE,inanimate,,
n_458_a,kóy,n,throat,THROAT,inanimate,,
v_221_a,kóy,v,to speak,SPEAK,intransitive,,
v_222_a,kóy,v,to crow,CROW,intransitive,,
n_459_a,kóy haceméš,n,slander,SLANDER,inanimate,,
n_460_a,kóy hitéw,n,someone who likes to talk,SOMEONE WHO LIKES TO TALK,animate,,
n_461_a,koyhiwéw,n,prayer,PRAYER,inanimate,,
n_462_a,koyhiwéw kóyne,n,rosary,ROSARY,inanimate,,
n_51_b,koyhiwéwáŋ,n,church,CHURCH,inanimate,,
v_223_a,koyhópš,v,to cough,ONCE,intransitive,,
n_463_a,koyíw,n,cold (disease),COLD (DISEASE),inanimate,,
n_464_a,koyíw šakyóŋš,n,whooping cough,WHOOPING COUGH,inanimate,,
n_465_a,kóyka,n,tuberculosis,TUBERCULOSIS,inanimate,,
n_466_a,kóymak,n,Adam’s apple,ADAM’S APPLE,animate,,
n_467_a,kú,n,egg,EGG,animate,,
v_224_a,kú,v,to lay an egg,LAY_EGG,intransitive,,
n_468_a,kú kóp,n,egg white,EGG WHITE,animate,,
n_469_a,kú tá·t,n,egg yolk,EGG YOLK,animate,,
n_470_a,kú tál,n,eggshell,EGGSHELL,animate,,
adj_83_a,kúc,adj,red (pl. kúckuc),RED,N/A,,
adj_84_a,kúc ináha,adj,pink, reddish,PINK,N/A,
v_225_a,kúciš,v,to paint red,MAKE_RED,intransitive,,
adv_38_a,kúcka,adv,redly,REDLY,N/A,,
n_471_a,kucná·k,n,hip,HIP,animate,,
adv_39_a,kúl,adv,already,ALREADY,N/A,,
adv_14_b,kúliš,adv,again,AGAIN,N/A,,
adv_40_a,kúliš,adv,a second time,A SECOND TIME,N/A,,
adv_41_a,kúlke,adv,always,ALWAYS,N/A,,
v_226_a,kúlš,v,to swallow something,SWALLOW,transitive,,
n_472_a,kúlš,n,grandson,GRANDSON,animate,,
n_473_a,kulšá,n,grandfather,GRANDFATHER,animate,,
n_474_a,kulšwálš,n,peanuts,PEANUTS,inanimate,,
adv_42_a,kultán,adv,long ago,LONG AGO,N/A,,
n_475_a,kúmpo,n,okra,OKRA,animate,,
n_476_a,kušmé·l,n,black person,BLACK PERSON,"SG, animate",,
n_477_a,kušmé·l šaktikáw,n,monkeys,MONKEY,"PL, animate",,
n_477_b,kušmé·l tikáw,n,monkey,MONKEY,"SG, animate",,
n_476_b,kušmelmé·l,n,black people,BLACK PERSON,"PL, animate",,
n_471_b,kúšnak,n,hip,HIP,animate,,
n_248_b,kúšnak,n,side,SIDE,animate,,
n_478_a,kúšnak,n,flanks,FLANKS,animate,,
n_479_a,kúšnak šakƛópšne,n,spurs,SPURS,inanimate,,
n_480_a,kúy,n,intestines,INTESTINES,animate,,
n_481_a,kúy,n,prickly-pear cactus,PRICKLY-PEAR CACTUS,animate,,
n_482_a,kuyyatkól,n,sausage,SAUSAGE,inanimate,,
n_483_a,ƛá,n,mosquito,MOSQUITO,animate,,
adj_39_b,lá·k,adj,strong,STRONG,N/A,,
adj_42_b,lá·k,adj,hard,HARD,N/A,,
adj_85_a,lá·k,adj,quick,QUICK,N/A,,
v_227_a,la·ki,v,to strain something,STRAIN,transitive,,
v_228_a,lá·kiš,v,to bar something,BAR,transitive,,
v_229_a,lá·kiš,v,to lock something,LOCK,transitive,,
adj_86_a,lá·kš,adj,"ripe, of corn",RIPE,N/A,,
num_8_a,lá·t,num,three,THREE,N/A,,
adv_43_a,lá·tip,adv,three times,THREE TIMES,N/A,,
adv_44_a,lá·tsim,adv,three apiece,THREE_APIECE,N/A,,
adv_44_b,lá·tsim,adv,three to each,THREE_APIECE,N/A,,
num_9_a,laccíˑk,num,six,SIX,N/A,,
adv_45_a,laccíˑkip,adv,six times,SIX TIMES,N/A,,
adv_46_a,laccíˑksim,adv,six apiece,SIX_APIECE,N/A,,
adv_46_b,laccíˑksim,adv,six to each,SIX_APIECE,N/A,,
n_313_b,lák,n,sun,SUN,inanimate,,
n_484_a,ƛákiš,n,greenbriar,GREENBRIAR,animate,,
n_485_a,láklakš kóp,n,silver,SILVER,inanimate,,
n_486_a,láklakš kúc,n,copper,COPPER,inanimate,,
n_487_a,láklakš tá·t,n,gold,GOLD,inanimate,,
adj_87_a,ƛákš,adj,dirty (pl. ƛáƛƛakš),DIRTY,N/A,,
adj_88_a,lamlámš,adj,dazzling,DAZZLING,N/A,,
adj_89_a,lamlámš,adj,shiny,SHINY,N/A,,
n_488_a,láns,n,deer,DEER,animate,,
n_489_a,láns á·l,n,deer meat,DEER MEAT,animate,,
n_490_a,láns tíl,n,buckskin,BUCKSKIN,animate,,
v_230_a,láš,v,to skin something,SKIN,transitive,,
v_54_b,láš,v,to shave something,SHAVE,transitive,,
v_231_a,láw,v,to burn,BURN,intransitive,,
adj_90_a,ƛáw,adj,light in weight,LIGHT_WEIGHT,N/A,,
v_231_b,láwi,v,to burn something,BURN,transitive,,
adj_91_a,ƛém,adj,torn (pl. ƛemƛém),TORN,N/A,,
v_218_c,ƛém,v,to tear something,TEAR,transitive,,
v_232_a,léˑmš,v,to love someone,LOVE,transitive,,
n_491_a,léˑt,n,sister,SISTER,animate,,
n_183_b,léˑtta,n,female cousin,FEMALE COUSIN,animate,,
adj_92_a,líkš,adj,worn out,WORN_OUT,N/A,,
v_233_a,líkš,v,to crush something by hand,CRUSH_BY_HAND,transitive,,
adj_93_a,líl,adj,soft (pl. líllil),SOFT,N/A,,
n_492_a,líla,n,chinaberry,CHINABERRY,animate,,
v_234_a,líli,v,to soften something,SOFTEN,transitive,,
v_235_a,líli,v,to grind something,GRIND,transitive,,
n_493_a,Ló,n,name of the village on the west side of Lake Prien,NAME OF THE VILLAGE ON THE WEST SIDE OF LAKE PRIEN,"proper, animate",,
n_254_e,Ló,n,man’s personal name,MAN’S PERSONAL NAME,"proper, animate",,
v_236_a,lóhi,v,"to help someone (varr. lóhiš, lóˑš)",HELP,transitive,,
n_494_a,lók,n,prairie,PRAIRIE,inanimate,,
v_7_b,ƛók,v,to boil,BOIL,intransitive,,
adj_94_a,ƛóˑkš,adj,turbid,TURBID,N/A,,
adj_95_a,ƛóˑkš,adj,roily,ROILY,N/A,,
adj_96_a,ƛóˑkš,adj,muddy,MUDDY,N/A,,
v_237_a,lómš,v,to peel something,PEEL,transitive,,
v_238_a,ƛómš,v,to spill something,SPILL,transitive,,
v_239_a,ƛómš,v,to throw away a group of objects,THROW_AWAY,transitive,,
v_240_a,lóˑn,v,to hum,HUM,intransitive,,
v_241_a,lóˑn,v,to roar,ROAR,intransitive,,
n_495_a,lóŋloŋš,n,thunder,THUNDER,inanimate,,
v_181_b,lóŋloŋš,v,to thunder,THUNDER,intransitive,,
v_242_a,lóŋloŋš kóŋ,v,for lightning to strike something (lit. the thunderer),LIGHTNING,transitive,,
n_496_a,loŋlóŋš kóŋne,n,lightning rod,LIGHTNING ROD,inanimate,,
v_243_a,ƛóp,v,to stick something in,STICK_IN,transitive,,
v_244_a,ƛópiš,v,to stick something into something (var. ƛópš),STICK_INTO,transitive,,
v_236_b,lóˑš,v,to help someone,HELP,transitive,,
n_497_a,lóˑš,n,help,HELP,animate,,
n_498_a,ƛót,n,elevated,ELEVATED,inanimate,,
n_499_a,lú,n,dirt,DIRT,inanimate,,
n_500_a,lú,n,mud,MUD,inanimate,,
n_501_a,lúik ka ámšne,n,pottery cup,POTTERY CUP,inanimate,,
v_245_a,ƛúkš,v,to smoke tobacco,SMOKE_TOBACCO,intransitive,,
v_246_a,lúl,v,to swim,SWIM,intransitive,,
v_247_a,lúl išíšt,v,to swim across something,SWIM_ACROSS,transitive,,
v_248_a,lumlúmiš,v,to roll something,ROLL,transitive,,
n_502_a,lumlúmiš,n,wheel,WHEEL,inanimate,,
v_249_a,lumlúmš,v,to turn,NEXT MONTH,intransitive,,
adj_11_b,lúš,adj,sticky (pl. lulúš),STICKY,N/A,,
n_503_a,lúš,n,"scale, of a fish","SCALE, OF A FISH","SG, animate",,
intr_9_a,má,intr,where is?,WHERE_IS?,N/A,,
n_504_a,má·k,n,forehead,FOREHEAD,animate,,
n_505_a,máciwa,n,fly,FLY,animate,,
n_506_a,mák,n,lump,LUMP,inanimate,,
n_507_a,mák,n,bump,BUMP,inanimate,,
n_508_a,mák,n,knot,KNOT,inanimate,,
n_509_a,mák,n,mound,MOUND,inanimate,,
v_250_a,makáw,v,to fall,FALL,"intransitive, SG_SUBJ",,
v_156_b,makáw,v,"to give birth, of quadrupeds",GIVE_BIRTH,"intransitive, SG_SUBJ",,
v_251_a,maké,v,to exchange something,EXCHANGE,transitive,,
v_252_a,maké,v,to barter something,BARTER,transitive,,
v_253_a,maké,v,to swap something,SWAP,transitive,,
n_510_a,mákeˑc,n,lizard,LIZARD,animate,,
n_511_a,mákmakš,n,skin eruption,SKIN ERUPTION,animate,,
n_512_a,mákmakš hicón,n,smallpox,SMALLPOX,inanimate,,
n_513_a,mákpel,n,palmetto,PALMETTO,animate,,
n_514_a,mákpel áŋ,n,palmetto house,PALMETTO HOUSE,inanimate,,
v_254_a,mákš,v,to dive,MUST NOT,intransitive,,
n_515_a,mál,n,thigh,THIGH,animate,,
n_516_a,mál,n,upper leg,UPPER LEG,animate,,
adj_97_a,máŋ,adj,long (pl. máŋmaŋ),LONG,N/A,,
adv_47_a,máŋ,adv,long time,LONG TIME,N/A,,
adv_48_a,máŋháhštán,adv,before long,BEFORE LONG,N/A,,
adv_49_a,máŋháˑn,adv,quickly (in time),QUICKLY,N/A,,
v_255_a,máŋiš,v,to elongate something,ELONGATE,transitive,,
adv_41_b,máŋot,adv,always,ALWAYS,N/A,,
adv_50_a,máy,adv,away,AWAY,N/A,,
adj_98_a,méˑc,adj,tall (pl mécmeˑc),TALL,N/A,,
adj_99_a,méˑl,adj,black (pl mélmeˑl),BLACK,N/A,,
v_256_a,méˑlš,v,to paint black,MAKE_BLACK,intransitive,,
n_517_a,mihiŋpáhc,n,rainbow,RAINBOW,inanimate,,
n_518_a,míˑl,n,mucus,MUCUS,inanimate,,
adj_100_a,mílš,adj,blind,BLIND,N/A,,
adj_101_a,mín,adj,weak (pl. mínmin),WEAK,N/A,,
n_519_a,míŋ,n,bee,BEE,animate,,
n_520_a,míŋ áŋšakhópš,n,carpenter bee,CARPENTER BEE,animate,,
n_521_a,míŋ šakyóŋ,n,wasp,WASP,animate,,
n_522_a,miŋáˑk,n,honey,HONEY,inanimate,,
n_523_a,míŋpá,n,beehive,BEEHIVE,inanimate,,
n_521_b,míŋšakyóŋ,n,wasp,WASP,animate,,
v_257_a,míš,v,to give something to someone,GIVE,transitive,,
v_258_a,mišké·š,v,to make to be around,TWICE,transitive,,
adj_102_a,mók,adj,short (pl. mókmok),SHORT,N/A,,
v_259_a,mók,v,to arrive (sg.) (var. móh) (pl. náw),FROM UPSTREAM,"intransitive, SG_SUBJ",,
v_260_a,mókš,v,to borrow from someone,BORROW,transitive,,
n_524_a,móˑm,n,mole,MOLE,animate,,
n_525_a,móˑmwáŋne,n,molehill,MOLEHILL,inanimate,,
adj_103_a,moˑn,adj,all (inan.),ALL,inanimate,,
adj_103_b,móˑni,adj,all (animate),ALL,animate,,
n_526_a,móyu,n,pumpkin,PUMPKIN,animate,,
v_261_a,múkc,v,"to go out, of a fire",EXTINGUISH,intransitive,,
adj_104_a,múŋ,adj,fragrant,FRAGRANT,N/A,,
v_262_a,múŋmuŋš,v,to smell around for something,SMELL_AROUND,transitive,,
v_263_a,múŋš,v,to smell something,SMELL,transitive,,
n_527_a,n̥ hóh,n,face paint,FACE PAINT,inanimate,,
n_528_a,n̥ hóhkuc,n,vermillion,VERMILLION,inanimate,,
v_264_a,n̥ táh,v,to get out,GET_OUT,intransitive,,
v_265_a,n̥ táh,v,to escape,ESCAPE,intransitive,,
adj_105_a,n̥ tán,adj,either/or,EITHER_OR,N/A,,
n_529_a,n̥ té,n,neck,NECK,animate,,
n_458_b,n̥ té nál,n,throat,THROAT,animate,,
n_530_a,n̥ té náw,n,mane,MANE,animate,,
n_531_a,n̥ té okyúl,n,neckerchief,NECKERCHIEF,inanimate,,
n_532_a,n̥ té okyúl,n,necktie,NECKTIE,inanimate,,
n_533_a,n̥ té šuk,n,nape of the neck,NAPE OF THE NECK,animate,,
n_534_a,n̥ té šúk,n,back of the neck,BACK OF THE NECK,animate,,
v_266_a,n̥ téhi,v,to frighten someone,FRIGHTEN,transitive,,
n_535_a,n̥ tí,n,catfish,CATFISH,animate,,
n_536_a,n̥ tí šaklúš,n,fish scales,FISH SCALES,animate,,
n_537_a,n̥ túl,n,mouth of a river,MOUTH OF A RIVER,animate,,
v_267_a,n̥ túlš,v,to take something out,TAKE_OUT,transitive,,
pro_6_a,ná,pro,you (sg),PRO_2SG,2SG,,
pro_7_a,na núk,pro,yourself,PRO_2SG_REFLX,2SG,,
n_538_a,náˑc,n,insect,INSECT,animate,,
n_539_a,náˑc šaŋšáŋ,n,caterpillar,CATERPILLAR,animate,,
n_540_a,náˑc yilyíl,n,firefly,FIREFLY,animate,,
n_327_b,náhc,n,turtle,TURTLE,animate,,
n_541_a,náhc máŋ,n,yellow-bellied slider (turtle),YELLOW-BELLIED SLIDER (TURTLE),animate,,
adv_51_a,náhka,adv,must not,MUST NOT,N/A,,
pro_8_a,nakít,pro,you (pl),PRO_2PL,2PL,,
pro_9_a,nakít,pro,your (pl),PRO_2PL_POSS,2PL,,
pro_10_a,nakít núk,pro,yourselves,PRO_2PL_RELFX,2PL,,
v_268_a,nákš,v,play a musical instrument,PLAY_INSTRUMENT,intransitive,,
v_269_a,nákš,v,to point at something,POINT_AT,transitive,,
v_270_a,náˑkš,v,to hear something,HEAR,transitive,,
n_542_a,nakšnán,n,musical instrument,MUSICAL INSTRUMENT,inanimate,,
n_543_a,nakšnán,n,violin,VIOLIN,inanimate,,
adv_52_a,nákta,adv,right now,RIGHT NOW,N/A,,
v_271_a,nál,v,to hunt something,HUNT,transitive,,
n_544_a,nál,n,tendon,TENDON,animate,,
n_545_a,nál,n,ligament,LIGAMENT,animate,,
n_546_a,nál,n,sinew,SINEW,animate,,
adj_106_a,náˑl,adj,shallow,SHALLOW,N/A,,
n_547_a,náˑl,n,"ebb, of the tide",EBB,N/A,,
v_272_a,nám,v,to beg of someone,BEG_OF,transitive,,
n_548_a,náw,n,shoe,SHOE,inanimate,,
n_549_a,náw,n,moccasin,MOCCASIN,inanimate,,
n_550_a,náw,n,body hair,BODY HAIR,animate,,
n_551_a,náw,n,feather,FEATHER,animate,,
n_552_a,náw,n,fur,FUR,animate,,
v_259_b,náw,v,to arrive (pl) (sg. mók),FROM UPSTREAM,"intransitive, PL_SUBJ",,
n_553_a,náw húy,n,shoe sole,SHOE SOLE,inanimate,,
n_554_a,náw kackác,n,slippers,SLIPPERS,inanimate,,
n_555_a,náw kokkop,n,stockings,STOCKINGS,inanimate,,
n_556_a,náw kokkop hatkáyišne,n,garters,GARTERS,inanimate,,
n_557_a,náw kokkop yúlyul,n,striped stockings,STRIPED STOCKINGS,inanimate,,
n_558_a,náw líl,n,down feathers,DOWN FEATHERS,animate,,
n_559_a,náw máŋmaŋ,n,boots,BOOTS,inanimate,,
n_558_b,náw tóˑt,n,down feathers,DOWN FEATHERS,animate,,
n_560_a,náwóh,n,chinquapin,CHINQUAPIN,"SG, animate",,
n_560_b,nawóhoh,n,chinquapins,CHINQUAPIN,"PL, animate",,
v_273_a,náwš,v,to allow someone,ALLOW,transitive,,
v_274_a,náwš,v,to let someone,LET,transitive,,
v_174_b,náwš,v,to make someone,MAKE,transitive,,
n_561_a,náwšo,n,brier,BRIER,animate,,
v_275_a,náy,v,to think,ASTRIDE,intransitive,,
v_162_b,náy,v,to place something,PLACE,transitive,,
v_163_c,náy,v,to put something,PUT,transitive,,
adj_86_b,né,adj,ripe,RIPE,N/A,,
n_562_a,néˑ,n,earth,EARTH,inanimate,,
n_563_a,néˑ,n,land,LAND,inanimate,,
n_564_a,néˑ,n,country,COUNTRY,inanimate,,
n_565_a,neˑ cák,n,dry land,DRY LAND,inanimate,,
adv_53_a,né ócot,adv,up from below,UP BELOW,N/A,,
v_276_a,né tíš,v,to go down,GO_DOWN,intransitive,,
v_277_a,né tíš,v,to go downstairs,GO_DOWNSTAIRS,intransitive,,
n_566_a,né· hatmišké·š,n,horizon,HORIZON,inanimate,,
n_203_b,né· hiwéwš,n,mile,MILE,inanimate,,
v_278_a,ne·póm,v,to plow something,PLOW,transitive,,
v_279_a,ne·pompom,v,to plow something repeatedly,PLOW_REP,transitive,,
n_567_a,ne·šišk káwne,n,salt-cellar,SALT-CELLAR,inanimate,,
n_568_a,ne·talankáw,n,slope,SLOPE,inanimate,,
n_569_a,néc hópšne,n,auger,AUGER,inanimate,,
n_566_b,neˑhatmišké·š,n,horizon,HORIZON,inanimate,,
n_570_a,néˑiwáŋš,n,earthquake,EARTHQUAKE,inanimate,,
n_571_a,Nékitoš,n,"Natchitoches, Louisiana","NATCHITOCHES, LOUISIANA","proper, animate",,
n_572_a,néˑƛót,n,elevated piece of ground,ELEVATED PIECE OF GROUND,inanimate,,
n_573_a,neˑmák,n,mountain,MOUNTAIN,inanimate,,
n_574_a,Neˑmoˑn,n,United States,UNITED STATES,"Proper, inanimate",,
n_575_a,neˑmoˑn,n,world,WORLD,inanimate,,
adj_107_a,néˑp,adj,low (pl. népneˑp),LOW,N/A,,
n_576_a,neˑpóm,n,plow,PLOW,inanimate,,
n_577_a,neˑpómne,n,plowshare,PLOWSHARE,inanimate,,
n_578_a,néš,n,wood,WOOD,inanimate,,
n_579_a,néš,n,stem,STEM,inanimate,,
n_580_a,néš,n,tree,TREE,animate,,
n_581_a,néš áŋ,n,wooden house,WOODEN HOUSE,inanimate,,
n_582_a,néš cómš,n,walking stick,WALKING STICK,inanimate,,
n_583_a,néš cómš,n,cane,CANE,inanimate,,
n_584_a,néš cómš,n,club,CLUB,inanimate,,
n_585_a,néš hicón,n,stick,STICK,inanimate,,
n_586_a,néš himáˑm,n,a cord of wood,A CORD OF WOOD,inanimate,,
n_569_b,néš hópšne,n,auger,AUGER,inanimate,,
n_587_a,néš išó·m,n,brush,BRUSH,inanimate,,
n_588_a,néš išóˑl,n,wooden nail,WOODEN NAIL,inanimate,,
n_589_a,néš kackácišne,n,plane,PLANE,inanimate,,
n_590_a,néš kúc,n,red oak,RED OAK,animate,,
n_591_a,néš láwine,n,firewood,FIREWOOD,inanimate,,
n_592_a,néš ƛopne,n,post,POST,inanimate,,
n_593_a,néš mák,n,knot in wood,KNOT IN WOOD,inanimate,,
n_594_a,néš šíht,n,bucket,BUCKET,inanimate,,
n_595_a,néš šíht,n,barrel,BARREL,inanimate,,
n_596_a,néš šokitáwne,n,scaffold,SCAFFOLD,inanimate,,
n_597_a,néš šokyúlšne,n,pencil,PENCIL,inanimate,,
n_598_a,néš takámš,n,brushwood,BRUSHWOOD,"pl, inanimate",,
n_599_a,néš takámš,n,branches,BRANCH,"pl, inanimate",,
n_600_a,néš takámš neˑyuš,n,field fenced with branches,FIELD FENCED WITH BRANCHES,inanimate,,
n_599_b,néš takáwš,n,branch,BRANCH,"SG, inanimate",,
n_601_a,néš té,n,wooden bow,WOODEN BOW,inanimate,,
n_602_a,néš téwaš,n,tree leaves,TREE LEAF,"PL, animate",,
n_603_a,néš tewáš máŋmaŋ,n,magnolia,MAGNOLIA,animate,,
n_604_a,néš tól,n,piece of hardwood,PIECE OF HARDWOOD,"SG, inanimate",,
n_604_b,néš tóltol,n,pieces of hardwood,PIECE OF HARDWOOD,"pl, inanimate",,
n_605_a,néš wáˑl,n,wooden floor or ceiling,WOODEN FLOOR OR CEILING,inanimate,,
n_606_a,néš wáŋne,n,footbridge,FOOTBRIDGE,inanimate,,
n_602_b,néš wáš,n,tree leaf,TREE LEAF,"SG, animate",,
adj_108_a,néš wáš táˑt,adj,brown,BROWN,N/A,,
n_607_a,néšak,n,sawdust,SAWDUST,inanimate,,
n_583_b,néšcómš,n,cane,CANE,inanimate,,
n_584_b,néšcómš,n,club,CLUB,inanimate,,
n_582_b,néšcómš,n,walking stick,WALKING STICK,inanimate,,
n_608_a,nešéŋ,n,soap,SOAP,inanimate,,
v_280_a,neˑšílš,v,to sweep something,SWEEP,transitive,,
n_609_a,neˑšilšnán,n,broom,BROOM,inanimate,,
n_610_a,nešipáhš,n,saddle,SADDLE,inanimate,,
n_611_a,neˑšišk,n,salt,SALT,inanimate,,
n_612_a,néškiŋšne,n,saw,SAW,inanimate,,
n_613_a,neškiŋštámšáŋ,n,sawmill,SAWMILL,inanimate,,
n_614_a,néškol,n,sugar,SUGAR,inanimate,,
n_615_a,néškolaˑk,n,molasses,MOLASSES,inanimate,,
n_616_a,néškoltu,n,sugar cane,SUGAR CANE,animate,,
n_617_a,neškoltú líline,n,sugar press,SUGAR PRESS,inanimate,,
n_618_a,néšmúŋ,n,pine,PINE,animate,,
n_619_a,néšmúŋ néš,n,pine tree,PINE TREE,animate,,
n_620_a,nešmuŋéŋ,n,pine resin,PINE RESIN,inanimate,,
n_621_a,nešmuŋéŋ,n,tar,TAR,inanimate,,
n_622_a,néšpá,n,wooden mortar,WOODEN MORTAR,inanimate,,
n_623_a,néšpá wáˑk,n,wooden pestle,WOODEN PESTLE,inanimate,,
n_624_a,néšpál,n,board,BOARD,inanimate,,
n_625_a,néšpál,n,wagon,WAGON,inanimate,,
n_626_a,néšpál,n,cart,CART,inanimate,,
n_627_a,néšpál lumlúmiš,n,wheel on a vehicle,WHEEL ON A VEHICLE,inanimate,,
n_628_a,nešpalhicón,n,buggy,BUGGY,inanimate,,
n_629_a,nešpalhicón,n,small board,SMALL BOARD,inanimate,,
n_630_a,néšpalpál,n,shingles,SHINGLES,inanimate,,
